"","Preffered_Vcmax.9.comps"
"Wave_2231",0.0171717816854089
"Wave_2232",5.26124783130981
"Wave_2233",4.49833457933282
"Wave_2234",2.08338327380211
"Wave_2235",3.86205477575074
"Wave_2236",5.92426460714851
"Wave_2237",4.50314412205072
"Wave_2238",0.792214534587772
"Wave_2239",1.77680350701411
"Wave_2240",1.38275816337818
"Wave_2241",-2.07632168648605
"Wave_2242",2.47143864623282
"Wave_2243",6.46140643738868
"Wave_2244",4.20798865987722
"Wave_2245",4.87354115556098
"Wave_2246",6.22706559937424
"Wave_2247",1.33663479531011
"Wave_2248",-3.44979886585053
"Wave_2249",-7.00621203092758
"Wave_2250",-10.8286931778465
"Wave_2251",-10.9545542674554
"Wave_2252",-9.38551885087642
"Wave_2253",-11.8990138847302
"Wave_2254",-13.0319491962662
"Wave_2255",-12.9484534772396
"Wave_2256",-16.537372302628
"Wave_2257",-19.1678846418761
"Wave_2258",-19.8142541099359
"Wave_2259",-19.1954832328533
"Wave_2260",-19.0000340252033
"Wave_2261",-22.0091482789747
"Wave_2262",-25.9002574058499
"Wave_2263",-30.2202860012124
"Wave_2264",-34.7985986750765
"Wave_2265",-36.304755329289
"Wave_2266",-36.7361920210938
"Wave_2267",-39.1769316992789
"Wave_2268",-44.4138156614048
"Wave_2269",-49.2748933049148
"Wave_2270",-51.3356212963159
"Wave_2271",-51.8680838434803
"Wave_2272",-51.1769802129884
"Wave_2273",-51.2101329657722
"Wave_2274",-53.4029795022478
"Wave_2275",-55.4760420913248
"Wave_2276",-58.6304650943129
"Wave_2277",-57.7504291902675
"Wave_2278",-57.4224711825218
"Wave_2279",-60.2304669488612
"Wave_2280",-60.9648597620443
"Wave_2281",-60.8557987839762
"Wave_2282",-63.3069694308999
"Wave_2283",-68.237407773908
"Wave_2284",-68.9203498243974
"Wave_2285",-66.3315188027576
"Wave_2286",-63.6153456606471
"Wave_2287",-61.8234309831117
"Wave_2288",-62.2551626935997
"Wave_2289",-63.8040019483111
"Wave_2290",-68.2925910511239
"Wave_2291",-69.211040910325
"Wave_2292",-66.265168041371
"Wave_2293",-62.091221267694
"Wave_2294",-62.8655923705551
"Wave_2295",-60.711996745336
"Wave_2296",-51.5418500896033
"Wave_2297",-46.1064231763735
"Wave_2298",-47.1626806599435
"Wave_2299",-50.1652687684745
"Wave_2300",-53.4753422760702
"Wave_2301",-53.7100468740229
"Wave_2302",-51.5996725219274
"Wave_2303",-47.7510726824878
"Wave_2304",-44.0620793045703
"Wave_2305",-45.0397656175694
"Wave_2306",-47.8891479037941
"Wave_2307",-49.1708506767853
"Wave_2308",-49.1547173899886
"Wave_2309",-48.1662995706117
"Wave_2310",-45.0774246323411
"Wave_2311",-44.423041033342
"Wave_2312",-46.1292239600397
"Wave_2313",-42.1797899534067
"Wave_2314",-38.314900039038
"Wave_2315",-38.1652595212265
"Wave_2316",-41.3744282275232
"Wave_2317",-44.698752558197
"Wave_2318",-44.6230136315093
"Wave_2319",-41.8323051988847
"Wave_2320",-39.2243485772546
"Wave_2321",-38.6932481480188
"Wave_2322",-39.6742274753097
"Wave_2323",-39.556042207648
"Wave_2324",-35.0499121345825
"Wave_2325",-27.9242660887052
"Wave_2326",-26.5430862643726
"Wave_2327",-28.9578118321996
"Wave_2328",-28.7203105396034
"Wave_2329",-28.8423934621363
"Wave_2330",-29.1717972033656
"Wave_2331",-31.3205990571043
"Wave_2332",-33.0093288716811
"Wave_2333",-38.3448383075629
"Wave_2334",-35.8432309600428
"Wave_2335",-31.9777842417623
"Wave_2336",-32.0977135588088
"Wave_2337",-27.6781550424634
"Wave_2338",-27.2845307755864
"Wave_2339",-30.6283906122875
"Wave_2340",-27.9060353204838
"Wave_2341",-25.6129892072033
"Wave_2342",-30.0443406851575
"Wave_2343",-30.5986756116921
"Wave_2344",-24.7299577661652
"Wave_2345",-23.7979563757722
"Wave_2346",-21.8899873706013
"Wave_2347",-15.0324415718098
"Wave_2348",-14.6964882762057
"Wave_2349",-16.3832246608166
"Wave_2350",-14.6407646054903
"Wave_2351",-14.0338770309672
"Wave_2352",-16.8985633229551
"Wave_2353",-20.396384069346
"Wave_2354",-18.9650734455277
"Wave_2355",-16.5394930427044
"Wave_2356",-16.4976960219596
"Wave_2357",-18.208241478324
"Wave_2358",-19.6755075794434
"Wave_2359",-17.7583395755289
"Wave_2360",-17.1640318955619
"Wave_2361",-18.6006825565148
"Wave_2362",-15.8523370426876
"Wave_2363",-15.2913701331037
"Wave_2364",-16.9492122935827
"Wave_2365",-14.0642006881968
"Wave_2366",-13.0492603293951
"Wave_2367",-13.9322314581483
"Wave_2368",-18.7480855654228
"Wave_2369",-23.5816958132063
"Wave_2370",-21.1797113948859
"Wave_2371",-20.8707001711053
"Wave_2372",-19.0084512011108
"Wave_2373",-17.7921540543294
"Wave_2374",-26.434971416334
"Wave_2375",-31.2200735827005
"Wave_2376",-27.1778448841743
"Wave_2377",-27.7195090452491
"Wave_2378",-29.0178815324841
"Wave_2379",-23.1016185868569
"Wave_2380",-25.1641633536183
"Wave_2381",-26.988892421082
"Wave_2382",-22.472412582417
"Wave_2383",-23.3856158349714
"Wave_2384",-26.3089926802212
"Wave_2385",-25.5597615039593
"Wave_2386",-21.5857717574265
"Wave_2387",-15.0908650910632
"Wave_2388",-14.0538431725185
"Wave_2389",-15.1178004244432
"Wave_2390",-8.58478768170534
"Wave_2391",-6.92229002091825
"Wave_2392",-11.2916810040479
"Wave_2393",-15.3665683368157
"Wave_2394",-21.0946028070554
"Wave_2395",-24.9057619058062
"Wave_2396",-27.336967903948
"Wave_2397",-24.2152596628721
"Wave_2398",-24.8931618918387
"Wave_2399",-31.8058231633198
"Wave_2400",-29.5211364583468
